"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOSQSHKMKMCDEIOAH00792713";3;2023;38;1;6;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;125
"TQRMNOSVSHKMKNCDEIOAH00792700";3;2023;38;1;6;324000;162000;1;120;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;91
"TQRMNOQXXHKMKNCDEIOAH00792699";3;2023;38;1;6;300000;150000;1;79;1;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;77
"TQRMNOPRPHKMKNCDEIOAH00792686";3;2023;38;1;6;0;0;1;0;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;116
"TQRMNOSVVHKMKNCDEIOAH00792677";3;2023;38;1;6;180000;90000;1;152;3;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";3;1;"";4;1;1;1;"";1;1;1;2;1;1;2;1;0;98;0;0;0;98
"TQRMNOSVTHKMKNCDEIOAH00792772";3;2023;38;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;98
"TQRMNOPRSHKMKNCDEIOAH00792755";3;2023;38;1;6;610000;203333,33;1;203;2;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;137
"TQRMNOPQYHKMKNCDEIOAH00792754";3;2023;38;1;6;700000;116666,67;1;177;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;1;"";1;2;"";4;1;1;1;"";1;1;1;3;2;2;2;1;0;98;0;0;0;132
"TQRMNOPRRHKMKNCDEIOAH00793809";3;2023;38;1;6;270000;90000;1;132;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;3;0;3;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;90
"TQRMNOPRQHKMKNCDEIOAH00792845";3;2023;38;1;6;1032000;258000;1;186;4;3;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;1;"";4;2;"";4;1;1;1;"";1;1;1;2;2;1;2;2;1;98;0;0;0;102
"TQRMNORQQHKLKOCDEIOAH00813128";3;2023;38;1;6;240000;240000;1;76;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;0;1;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;102
"TQRMNOPSPHKLKOCDEIOAH00797295";3;2023;38;1;6;700000;700000;1;135;1;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;156
"TQRMNORPSHKLKOCDEIOAH00792736";3;2023;38;1;6;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;0;2;1;0;0;113
"TQRMNORQPHKLKOCDEIOAH00792831";3;2023;38;1;6;350000;116666,67;1;235;2;1;2;0;2;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;3;0;3;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;209
"TQRMNOPQSHJLKMCDEIOAH00786988";3;2023;38;2;6;412000;82400;1;250;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;5;1;4;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;226
"TQRMNOQXXHJLKMCDEIOAH00787001";3;2023;38;2;6;110000;110000;1;91;1;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;105
"TQRMNOPPYHJLKMCDEIOAH00792693";3;2023;38;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;"";3;1;"";9;2;1;1;"";1;1;1;1;2;2;2;96;0;2;0;0;0;209
"TQRMNOPQQHJLKMCDEIOAH00786976";3;2023;38;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;208
"TQRMNOQXVHJLKMCDEIOAH00786962";3;2023;38;1;6;251000;125500;1;261;5;1;1;1;1;1;2;2;0;2;0;8;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;2;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;208
"TQRMNOQXYHJLKMCDEIOAH00786960";3;2023;38;1;6;0;0;1;0;1;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;105
"TQRMNOSVPHJLKMCDEIOAH00786935";3;2023;38;1;6;270000;90000;1;173;2;1;2;0;1;2;2;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;3;0;3;1;"";2;1;"";2;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;144
"TQRMNOSXVHMKKMCDEIOAH00813117";3;2023;38;1;6;525000;525000;1;220;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;134
"TQRMNOQRRHMKKMCDEIOAH00813240";3;2023;38;1;6;0;0;1;0;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;120
"TQRMNOSXWHMKKMCDEIOAH00813252";3;2023;38;1;6;375000;93750;1;217;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;157
"TQRMNOSXXHMKKMCDEIOAH00813243";3;2023;38;1;6;1200000;300000;1;248;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;165
"TQRMNOQRVHMKKMCDEIOAH00813199";3;2023;38;1;6;376000;125333,33;1;296;4;2;2;0;1;1;1;2;0;1;1;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";4;2;"";1;1;1;1;"";1;1;1;1;2;2;2;3;0;98;0;0;0;133
"TQRMNOQRTHMKKMCDEIOAH00813181";3;2023;38;1;6;1075000;537500;1;205;3;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;140
"TQRMNOSXYHMKKMCDEIOAH00813137";3;2023;38;1;6;380000;190000;1;154;2;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;105
"TQRMNOUTXHMKKMCDEIOAH00813118";3;2023;38;1;6;408000;102000;1;201;4;3;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;120
"TQRMNOTSYHLKKNCDEIOAH00813138";3;2023;38;1;6;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;97;0;1;0;0;0;125
"TQRMNOTSTHLKKNCDEIOAH00808232";3;2023;38;1;6;720000;720000;1;157;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;138
"TQRMNOQTRHLKKNCDEIOAH00808169";3;2023;38;1;6;580000;290000;1;175;5;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;106
"TQRMNOTTPHLKKNCDEIOAH00813204";3;2023;38;1;6;127000;127000;1;238;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;1;0;1;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;138
"TQRMNOSQUHJMKPCDEIOAH00808185";3;2023;38;1;6;63000;63000;1;146;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;109
"TQRMNOPYUHJMKPCDEIOAH00786930";3;2023;38;1;6;240000;80000;1;127;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;101
"TQRMNOPYXHJMKPCDEIOAH00786922";3;2023;38;1;6;0;0;1;0;4;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;184
"TQRMNOPYWHJMKPCDEIOAH00786886";3;2023;38;1;6;0;0;1;0;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;0;98;0;0;0;139
"TQRMNOSQVHJMKPCDEIOAH00786865";3;2023;38;1;6;260000;65000;1;182;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;178
"TQRMNOPTUHMOKNCDEIOAH00813254";3;2023;38;1;6;170000;85000;1;101;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;87
"TQRMNOQYUHMOKNCDEIOAH00813119";3;2023;38;1;6;368000;184000;1;134;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;83
"TQRMNORPWHMOKNCDEIOAH00813256";3;2023;38;1;6;390000;130000;1;149;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;82
"TQRMNOQYTHMOKNCDEIOAH00813255";3;2023;38;1;6;640000;160000;1;201;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;159
"TQRMNOPTSHMOKNCDEIOAH00813253";3;2023;38;1;6;404000;202000;1;211;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;97;0;0;0;118
"TQRMNOPTQHMOKNCDEIOAH00813205";3;2023;38;1;6;300000;300000;1;87;3;1;2;0;1;1;1;2;0;2;0;8;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;83
"TQRMNOPTRHMOKNCDEIOAH00813200";3;2023;38;1;6;380000;190000;1;199;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;124
"TQRMNORPXHMOKNCDEIOAH00813176";3;2023;38;1;6;118000;59000;1;129;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;87
"TQRMNOPTTHMOKNCDEIOAH00813175";3;2023;38;1;6;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;70
"TQRMNORPVHMOKNCDEIOAH00813169";3;2023;38;1;6;0;0;1;0;3;1;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;118
"TQRMNOUQUHJKKOCDEIOAH00813120";3;2023;38;1;6;200000;200000;1;166;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;132
"TQRMNOUQXHJKKOCDEIOAH00813111";3;2023;38;1;6;300000;300000;1;190;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;168
"TQRMNORRUHJKKOCDEIOAH00786974";3;2023;38;1;6;215000;71666,67;1;373;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;214
"TQRMNORRTHJKKOCDEIOAH00786973";3;2023;38;1;6;310000;155000;1;236;3;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;161
"TQRMNORRWHJKKOCDEIOAH00786939";3;2023;38;1;6;228000;45600;1;397;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;187
"TQRMNOUQVHJKKOCDEIOAH00786915";3;2023;38;1;6;950000;316666,67;1;358;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;243
"TQRMNORRSHJKKOCDEIOAH00786904";3;2023;38;1;6;200000;50000;1;215;2;2;2;0;1;2;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;138
"TQRMNORRVHJKKOCDEIOAH00786877";3;2023;38;1;6;260000;65000;1;451;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;"";4;2;"";4;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;270
"TQRMNOPSXHMMKSCDEIOAH00813139";3;2023;38;1;6;125000;62500;1;189;2;2;2;0;1;1;2;2;0;2;0;6;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;130
"TQRMNOPSVHMMKSCDEIOAH00813177";3;2023;38;1;6;1610000;536666,67;1;262;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;3;98;0;0;0;143
"TQRMNORUPHMMKSCDEIOAH00813258";3;2023;38;1;6;205000;205000;1;294;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;212
"TQRMNOPSWHMMKSCDEIOAH00813257";3;2023;38;1;6;0;0;1;0;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;100
"TQRMNORTXHMMKSCDEIOAH00813212";3;2023;38;1;6;65000;65000;1;127;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;96;0;1;0;0;0;108
"TQRMNOPSYHMMKSCDEIOAH00813140";3;2023;38;1;6;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";4;2;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;108
"TQRMNOSYUHMMKSCDEIOAH00813103";3;2023;38;1;6;375000;375000;1;113;1;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;120
"TQRMNOQVWHMMKPCDEIOAH00813125";3;2023;38;1;6;128000;128000;1;233;3;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;209
"TQRMNOQVSHMMKPCDEIOAH00813244";3;2023;38;1;6;200000;66666,67;1;340;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;245
"TQRMNOQVTHMMKPCDEIOAH00813141";3;2023;38;1;6;616000;205333,33;1;223;2;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;140
"TQRMNOSUXHMMKPCDEIOAH00813207";3;2023;38;1;6;800000;266666,67;1;172;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;96;0;1;2;0;0;106
"TQRMNOQVVHMMKPCDEIOAH00813124";3;2023;38;1;6;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;96;0;98;0;0;0;209
"TQRMNOSVPHMMKPCDEIOAH00813104";3;2023;38;1;6;270000;135000;1;156;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;105
"TQRMNOQVVHMMKPCDEIOAH00813124";3;2023;38;60;6;120000;120000;1;103;;;;;;;;;;;;;"";;"";;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;109
"TQRMNOSUYHMMKPCDEIOAH00813213";3;2023;38;1;6;280000;56000;1;284;2;2;2;0;1;2;1;2;0;2;0;8;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;181
"TQRMNOUPPHLLKOCDEIOAH00808264";3;2023;38;1;6;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;220
"TQRMNOQUXHLLKOCDEIOAH00808254";3;2023;38;1;6;410000;205000;1;145;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;144
"TQRMNOUPRHLLKOCDEIOAH00808212";3;2023;38;1;6;500000;500000;1;133;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;139
"TQRMNOUPTHLLKOCDEIOAH00813209";3;2023;38;1;6;630000;315000;1;163;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;145
"TQRMNOUPQHLLKOCDEIOAH00813208";3;2023;38;1;6;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;151
